flightNumber,originIATA,destinationIATA,airline,aircraftID,year,month
98960,EWR,SVO,LATAM,6AR79Y4D5EWX45348,2016,02
62186,KMG,SSH,Emirates,5UTM58926TPV34883,2016,02
44076,SCL,DEN,Qatar,6CYYC00SFXH584148,2016,02
23477,YYZ,AKL,LATAM,H1TMHG4G2CH974647,2016,02
36327,MNL,LGW,British Airways,3CSMLU2657HH15075,2016,02
99242,MRU,MIR,LATAM,A0MKSJ4VAGT434367,2016,02
64474,PHL,CMN,British Airways,32WCVX736BCL53324,2016,02
28702,FCO,BRU,Qatar,J0LMBSPY9DSM11639,2016,02
76507,SJO,CTU,LATAM,HN431ZMF9FK410494,2016,02
14088,CUZ,MAD,American,ZLP7R4KX0ACE17471,2016,02
46332,HAV,TXL,British Airways,75AAVRBZE5FF74958,2016,02
83432,CPT,ICN,British Airways,R80RXE1TU1T551186,2016,02
21645,DLA,TSV,LATAM,585ETJBND9JL48833,2016,02
24988,FCO,ARN,Qatar,S1N7UFCXGYY741589,2016,02
64475,ABJ,DFW,Qatar,EJYLWJKENBP946313,2016,02
15883,ALG,MXP,Qatar,AKZFXHCVUGZ374183,2016,02
12154,CNF,LAD,Qatar,0D7HEC6VA2C360283,2016,02
43437,KRT,PHE,Emirates,H10WZGYCFEY720969,2016,03
82642,CBR,KIX,Qatar,CAATKZ6CXDAS18951,2016,03
13037,ATL,DOH,LATAM,4JHXPZ0AE4DS12590,2016,03
76654,VCP,ATL,Emirates,DT4JT1NUKGL960034,2016,03
21632,KRT,MEL,British Airways,PN5XVWJJ89CJ35503,2016,03
32172,SVO,DUD,British Airways,S3DXBDC024XU24967,2016,03
48825,TUN,HEL,Iberia,8H4DHVTKFBYT34559,2016,03
16955,DOH,MSP,British Airways,0FG01Y6KYJCM74049,2016,03
62987,ATH,RUN,British Airways,LSET8PKL4TGA33399,2016,03
95880,TUN,DAR,American,L5PZUT04TPWS16195,2016,03
47880,HAV,PHL,Iberia,XPD9Y90HU2Y246773,2016,03
16293,PHL,POM,British Airways,DPXJLN6JM6HU51223,2016,03
49094,AMS,PHE,Iberia,4EVJFBNRXWBV87677,2016,03
75088,MKY,SVO,Iberia,CNGFCLMC91U547622,2016,03
98483,SGN,LIM,Iberia,5RN56WGLLHJW54809,2016,03
92552,MIA,SYD,Iberia,9P0LWNFVYJJ622753,2016,03
73826,SGN,MEL,LATAM,1XNK67VF8DWE33646,2016,03
55898,CTU,ACC,British Airways,8UVLADUGLXRL38820,2016,03
45887,BOS,RUN,Iberia,UZAGM8EC99G166243,2016,03
74724,CAI,CBR,British Airways,XF5FZBKUFPSM71953,2016,03
17613,CWB,ORL,American,ZKYF0LPXEDXH20034,2016,03
69642,ZRH,DJE,British Airways,FZKRXDXBSUVL75728,2016,03
61382,SJO,LIM,American,RD3363LN2CBW68490,2016,03
78650,DFW,JFK,American,E734C0LSU4AB34351,2016,03
34015,FCO,LHR,British Airways,44A0ESHTTCR383296,2016,03
79830,BEL,LST,Qatar,MGBLV5KE3TWV50603,2016,03
61143,YVR,DOH,British Airways,9KB5CP2MFGE095737,2016,03
36849,PER,DUB,American,YH2NRV57X4FD76914,2016,03
25043,RAK,GIG,American,HK2V1PCZ3PNJ65978,2016,03
37161,ADD,WLG,American,BXMLZH8BA0B069344,2016,03
31686,POA,EBB,Emirates,RM9CST7ZL9GV97503,2016,04
17628,AEP,MTY,Iberia,YATY3WPV2PC017078,2016,04
79228,HBE,FLN,British Airways,DPCE8GVKLBSC66701,2016,04
40970,SLC,MEL,Iberia,3807H1EYVCRF79630,2016,04
14703,EBB,ICN,LATAM,T1APTGM74RCJ31728,2016,04
40367,SFO,ACC,American,31T1DC5PHHX831442,2016,04
17221,SHA,TXL,American,4TF4AKCCP8CY62461,2016,04
38001,GYN,FLL,British Airways,94LCE93YXFW284620,2016,04
79498,MEL,SSA,Iberia,4RN6684R7ML585518,2016,04
78109,VIE,CHC,Emirates,WHPRRHYJZ9K786924,2016,04
13055,AMS,AGP,Emirates,P51SD5E6EYWG66309,2016,04
26584,ACC,MAD,Qatar,9X28NS3LNAFF12443,2016,04
31069,BKK,NSN,Emirates,JAGZA7H3HXUH90334,2016,04
91248,CKG,MEL,British Airways,N41LERX5UCMM30134,2016,04
23530,KTA,MCY,American,XDDYHKSPAWXP99750,2016,04
28814,NKG,SGN,Emirates,4NX2E0B8EJLZ43456,2016,04
68279,BRU,PER,American,YJ9XV45KVKNS62412,2016,04
83910,FOR,ABJ,American,5V9JEHRU4NVL60787,2016,04
14795,FLN,DOH,LATAM,ZZHFAB91BVAU88954,2016,04
25733,AKL,SGN,Qatar,JW54BV4T1FVV49137,2016,04
64369,NSN,ATL,British Airways,5D36SR2MLWLD17779,2016,04
59990,SGN,PTY,Emirates,0AVRUYKTH8ZX78438,2016,04
83951,SEA,LAX,LATAM,LDB0EE7C56AB71836,2016,04
47734,NRT,SAW,Iberia,8FMYGJGMDMSD45291,2016,04
76075,POM,GRU,LATAM,08GXUVGJ2DKU81052,2016,04
25260,CAI,PTY,American,2DHUFBJGV7G760897,2016,04
97077,JFK,AMS,LATAM,TF3DSYJMZ3UB61582,2016,04
35198,LGW,MRU,Emirates,9R1PPXM2L4ED15731,2016,04
83423,DEN,DME,Qatar,N8GCPALB04DH11682,2016,04
50248,DFW,IAH,British Airways,4KYV5N9FGPJS84886,2016,04
87870,CPH,ZQN,LATAM,EPR5EPZD7VVD95647,2016,05
24448,ASP,MNL,LATAM,3M8UPRNFSBP454081,2016,05
94492,MSP,YVR,Emirates,N2Z0LRY0RCCX11209,2016,05
58516,POA,KUL,LATAM,22PTZM3SXKWM74147,2016,05
78327,VIE,SVO,Qatar,1VRL2ZJM9HD742765,2016,05
79170,JFK,CMN,Emirates,BZCFJR3F4LVV92736,2016,05
25485,BOS,CWB,Emirates,US76ZFMCVYT570849,2016,05
65802,SCL,CGK,American,DW53ZZV9XGCX13896,2016,05
13575,CAN,FOR,LATAM,FVSXNWJZW2XU72619,2016,05
10142,ATL,DXB,LATAM,KDHPNW8LMBVL44452,2016,05
77149,PLZ,KIX,British Airways,RZR6K03PGPZS78292,2016,05
16414,KIX,EBB,Emirates,12XVUE3ZUPJ361762,2016,05
52134,CHC,DUS,Qatar,MZJ3P6BXJUAL97696,2016,05
62656,AYT,LAD,Emirates,XV34GHNR73GS84187,2016,05
18274,BEL,YVR,LATAM,YA4YT2PLYPT498454,2016,05
27234,ORN,CGK,American,RER0E0H2SXSY76315,2016,05
84615,MDW,AMS,Qatar,39820H14U1S165826,2016,05
12111,ALG,LGA,Emirates,9TVSBLCR56XN88261,2016,05
51040,KMG,PLZ,American,R29HMVS8VJND32983,2016,05
88564,CTU,MEX,Emirates,0T4W1BFRMZVS44280,2016,05
25838,ABJ,MUC,Emirates,FUCL23T9BRSY52437,2016,05
86435,SGN,DUS,Emirates,57W369MKDSCF75684,2016,05
53998,TSV,SFO,British Airways,BE125SJK1ALN46901,2016,05
71618,ROK,RUN,LATAM,4WL5L5KT1YZU31793,2016,05
53551,DUR,EBB,British Airways,HCBDX0DNT1W172482,2016,05
62055,RUN,POA,Iberia,BB7MU2V2JLVG92973,2016,05
97686,PEK,SCL,Iberia,88P6C8RETZH186490,2016,05
11452,ATL,ABV,Qatar,4B2CUPB2UYZS55835,2016,05
64293,PMR,BOS,Emirates,4EA2BUFR42ER18604,2016,05
75331,CJU,NPE,Emirates,0M2K81R93ZM726637,2016,05
34995,AGP,GRU,Qatar,TN72FKDCHCM224451,2016,06
79105,PMI,SAN,LATAM,WGY8G92B9HSR44818,2016,06
86636,PLZ,AGP,Qatar,U5JNHZ7UGDZJ23956,2016,06
55256,MTY,CAI,Emirates,9X6U2YZ9EZAP49154,2016,06
51796,JED,LGA,American,E1U8TPKRS3X747944,2016,06
80130,CTU,NSN,Iberia,E4KNZA6JHAB829996,2016,06
43397,CPH,SJO,American,ZS273KYC6DMU94867,2016,06
95309,MCO,KMG,American,LH0DVVYCBKLS21945,2016,06
11965,LHR,BWI,American,F93507A1MRK119655,2016,06
50901,ZQN,CNF,Iberia,HAM8F4L4KVMG99635,2016,06
26179,RUN,SIN,LATAM,MGBMNY72GVLV69668,2016,06
89331,LST,BWI,Iberia,2BZK5LEF9PR361071,2016,06
13850,NTL,GDL,LATAM,VE0L8TW0Y8LN32253,2016,06
99340,HBE,PTY,British Airways,FZTDTTYY4PB249578,2016,06
21284,SCL,MAN,American,ZR1LBTZUCCHP66165,2016,06
89630,NBO,RUN,Iberia,N3W4FWCMAEXS57319,2016,06
20202,PVG,MXP,American,MBWCXXGRU0LA19065,2016,06
92689,PVG,ICN,British Airways,UA565FG6HXJR62157,2016,06
33229,ADD,SLC,Emirates,4BVJKBDK46WR34140,2016,06
82520,NKG,GRU,Iberia,F5H8R122A8H869868,2016,06
70205,DCA,LST,Emirates,XSZW6VKBPBHC89209,2016,06
64527,HAV,AYT,Qatar,NK59T2MVATK565327,2016,06
79114,IAH,TPE,Iberia,3Z32SHHDXVJ233151,2016,06
47529,BOM,POA,Qatar,BA65JJDK35EF98007,2016,06
68736,CGH,ACC,American,C2AZ46M75ME374305,2016,06
23302,ACC,HKG,Qatar,1KJMXYP24DJK79823,2016,06
38242,PMR,PHL,Qatar,EKSCTGKJT4LJ98682,2016,06
39086,AEP,CTU,Emirates,0FHA5RL6EGE255524,2016,06
69438,HGH,STN,Iberia,DMNAEMU1LYBW56544,2016,06
60650,PHE,CLT,British Airways,4D09DRKN9FX418332,2016,06
91492,SSH,FLN,Emirates,X2113NRM9VM234727,2016,07
37724,AGP,NPE,British Airways,ZB7V7AX9AEYK95702,2016,07
46968,MTY,AKL,Iberia,FUDZLG3G6UST83642,2016,07
75127,NKG,NKG,Iberia,JN3M4CT12FXH50048,2016,07
87195,ABV,SYD,LATAM,KML5FSB604WV37940,2016,07
43143,SJO,DUS,American,D5YM8AUCDRKH86870,2016,07
58042,IAH,FLL,Iberia,H5N1YT40PYD438094,2016,07
31959,DUS,HBA,Iberia,LVZS20J3P0W049995,2016,07
16948,CJU,PHX,American,AVNTYA8PPXBC53791,2016,07
43901,KTA,ARN,American,R1G84ECU40C632592,2016,07
73903,AMS,DUB,Iberia,96BDF1SRZ2SR54131,2016,07
60419,NBO,YVR,LATAM,C0K0M78KCLKH87589,2016,07
68093,BOS,PMI,Iberia,XFK7YD4FKWT196478,2016,07
28835,FOR,LAX,British Airways,M2PET6TRU1VS25468,2016,07
14029,DTW,DLA,LATAM,TGN29MB9P4WJ59144,2016,07
64708,EZE,SAN,American,2BKJD6GPCVKB75260,2016,07
44204,TIJ,SSH,Emirates,PR11U5CRR5W964548,2016,07
65982,PER,PEK,Iberia,BH0DE8JAGLVE51382,2016,07
77679,TIJ,MIR,LATAM,ELNFVXNLZJNW92925,2016,07
47496,CAI,LGW,LATAM,CRCUF9PP1NG617202,2016,07
40230,DKR,FLL,American,EWTN3SC20UJB71689,2016,07
84835,SDU,DUB,LATAM,2KVLDV8V72ET79919,2016,07
25442,KTA,KIX,British Airways,VAVCC6C047WG80810,2016,07
65405,MUN,DXB,American,ADW8AUDG44LW59441,2016,07
43939,ZRH,RUN,Qatar,H1SXE88BZPR283494,2016,07
46614,IST,SAW,British Airways,5RMK3LWBWVBL96433,2016,07
63879,MTY,SJO,Iberia,VJ25MANHU9UJ32867,2016,07
94407,LIM,SCL,Emirates,AP1SA5849ATA45718,2016,07
47027,WLG,SYD,British Airways,E0AVM2BMC5J987254,2016,07
16693,NKG,TSV,Emirates,NWH2GD10ZCFN92431,2016,07
69617,CPH,PEK,British Airways,5ZKRUL3W9KR338261,2016,08
28470,LST,SIN,Qatar,WEU45W6453VJ72835,2016,08
62753,SCL,MSP,Qatar,U01K4XEGZAFK68560,2016,08
55441,SLC,HRG,American,62DASS95VFAD76444,2016,08
26521,OOL,LAX,Emirates,U4TFG4EFAPWP82439,2016,08
31338,EWR,BEL,Iberia,NV1NN46UB8CC43157,2016,08
13283,ABJ,BWI,LATAM,H1VKLF0MRKTM56679,2016,08
74321,VIE,ALG,British Airways,ESBWS0NXWHBX74654,2016,08
92423,SGN,BKK,Iberia,ZNGD2CJ1TJW495606,2016,08
33262,SVO,ROK,Emirates,M78VTU66RDD010004,2016,08
62516,ALG,LGW,British Airways,7XDY34350FBZ66346,2016,08
66974,CHC,MEX,LATAM,D3B0ZB8WECG397439,2016,08
21523,NAN,HGH,American,7B3J8NMVMTFS82286,2016,08
61383,JNB,DUD,Emirates,HGKDZDLX8CKA40029,2016,08
41168,ALG,VCP,Emirates,GRB7B956W9YE96367,2016,08
17611,DUR,LHR,LATAM,6GEDSCW8BHYT70550,2016,08
18093,DCA,MCY,British Airways,DA320USWV6ZK52291,2016,08
62721,CPT,PMI,Emirates,9VUATUPVVRJ952543,2016,08
22612,EBB,GIG,Emirates,FYKVM02UMCYR50253,2016,08
54292,DJE,MRU,LATAM,BDGDLPLKUKB538959,2016,08
86156,SVO,PMR,Emirates,L0180PL4H8B032464,2016,08
74064,GRU,MIR,British Airways,0M5MP4C9VKAN69957,2016,08
59476,DUB,MRU,Qatar,DNVBUZ0HNSNY99869,2016,08
86361,MXP,DTW,Iberia,B8TBP4DBDDFY75157,2016,08
43593,JFK,MRU,Qatar,HX7CPKPRUWK913661,2016,08
40026,BWI,PLZ,British Airways,2HCRS7VW72G065561,2016,08
54533,PHE,CNS,Emirates,WJBUBVD9FDU099211,2016,08
95842,MUC,DUB,Iberia,6ZB5DUAPH3RR27559,2016,08
49488,ABJ,KIX,British Airways,WTMG02J44ARB35995,2016,08
49592,ASP,CGH,American,6ARU15Y38GKZ22866,2016,08
63703,BWI,PTY,Emirates,ZEX74ZGHETY088312,2016,09
78335,CKG,NRT,Iberia,3D1YBWL0T1PH37414,2016,09
35530,AEP,PTY,Iberia,04AZ9C9HMJXP58547,2016,09
29812,MNL,MCO,Qatar,7XUGH2P838TT21045,2016,09
99195,CGH,CUZ,Iberia,4HVAECJU7HN482477,2016,09
19326,LAD,HBA,Emirates,J0NBALH69TEJ49954,2016,09
44329,ORD,ADL,LATAM,0Z24YCZ3EUCP60940,2016,09
29446,MCO,KRT,Iberia,X2CXSKAENTDY11432,2016,09
11355,DEN,DMK,British Airways,HB62MMDGN0AK33664,2016,09
38994,LOS,MSP,British Airways,GRJRWXYZ7TPS35460,2016,09
25000,ROK,SSH,Emirates,TDDGA0RZ64G973580,2016,09
64455,CDG,CNS,Emirates,R497BWB228M778746,2016,09
20860,MKY,KRT,LATAM,M4378RJCK1R192987,2016,09
86747,POA,BNE,American,YC3LYW2X1LU963120,2016,09
21137,SYD,LIS,Emirates,EV7RRD17BTTE49034,2016,09
20876,MEL,CHC,Iberia,J3LE2EWZ8WKF36725,2016,09
14322,DXB,MCO,British Airways,T5L801HHD9K543964,2016,09
75498,FLN,DME,Qatar,J110FK3ME3MC88301,2016,09
29202,NRT,LIS,Emirates,XES5A479URN148822,2016,09
79906,BSB,HKG,British Airways,8X3DUDGX0UTC41315,2016,09
53095,CGH,MEL,American,NCVSLXV4NLNN38951,2016,09
72608,HGH,SVO,American,UHAYPFD9L1D515396,2016,09
41430,SLC,SHA,LATAM,2Z8F4BJPEWF332765,2016,09
90718,BWI,DOH,Qatar,936V4W9XS4R542894,2016,09
34045,AMS,POA,American,H0KEKB08N5LG90417,2016,09
25166,PVG,DTW,LATAM,F91EUC5K36PD20978,2016,09
72342,STN,PHX,Qatar,K8MEGNR3F7V686417,2016,09
28319,ORL,NPE,LATAM,HDB8D6ELF2R388491,2016,09
63567,ZQN,CGK,British Airways,5Y1HV1K8RBEB38386,2016,09
62632,KMG,DKR,Qatar,V3KBUUASAMSG74952,2016,09
38987,PER,SAW,Emirates,Z9N3NDVR67JM51565,2016,10
89524,KRT,KUL,Qatar,RKDYVEAAXDE799355,2016,10
12625,MEX,FCO,American,8ZWX4AL1LJD651977,2016,10
65587,CKG,XIY,British Airways,24TL13T83LJT77914,2016,10
86588,SAW,CPT,Qatar,GR4HYHYRFFMF86837,2016,10
18039,SCL,MDW,British Airways,0LSJ6YP0B7MV65983,2016,10
59291,CHC,PHE,Iberia,0S7KMJTTVAV739356,2016,10
85110,NSN,ARN,Emirates,JPL61NBX4FEF24576,2016,10
25273,KMG,JNB,Emirates,YP54SP7E1LUC56849,2016,10
50679,HBE,PLZ,Qatar,2XD16V4LCKF682160,2016,10
68717,DKR,DFW,British Airways,AHV1P0NMRPA380632,2016,10
64495,XIY,SFO,Emirates,PSSWPFELMBYU41446,2016,10
16944,BNE,PHE,British Airways,U7L7R7J67DJY16704,2016,10
80446,DAR,VCP,British Airways,9E0RRFVHTLNM59249,2016,10
73769,STN,MCY,American,FZPVSH9N48D040875,2016,10
41528,ABJ,KIX,Iberia,6RS62N8G4VGP50612,2016,10
60155,JED,MCO,Qatar,007BACLY2JRZ79745,2016,10
44824,MXP,BOS,Qatar,YCHP70FH42Y542162,2016,10
15381,PHL,PTY,Qatar,D2G7V2BGDDNU59398,2016,10
18157,BCN,DEL,Qatar,D8VLJXJLMTKP55304,2016,10
25507,MAN,VIE,Emirates,KSB5UENHAKU681705,2016,10
47151,BOS,CPH,Qatar,8CE17SLSEJLT56178,2016,10
46067,LIM,ALG,LATAM,5MU1RF7B6XRC91750,2016,10
39932,MXP,FLN,American,YS4JJ4X2WRH682960,2016,10
93529,MNL,PHL,Iberia,47T9JJCVHHTY91689,2016,10
54871,DXB,CTU,Emirates,7D7S8KG35PHV93477,2016,10
46760,CTU,NPE,American,J1DHAU5BGNER49824,2016,10
32084,EBB,DAR,Iberia,YU55E1BZ8KLF12024,2016,10
43116,POA,VIE,Iberia,HWN9U1B1HPGR19635,2016,10
63647,PMR,TIJ,Emirates,0377EGA0BAFP42448,2016,10
72232,NAN,BOG,LATAM,H20CBG3G62KP72201,2016,11
78493,GRU,LOS,American,LK4238P0N2AG49121,2016,11
31510,LGA,DOH,Iberia,C6MP98XMCKKJ25783,2016,11
51048,AYT,CPH,Iberia,G78WW17X0UPV18483,2016,11
65572,HKG,AKL,Qatar,8LX64TKC8BDK94340,2016,11
92846,WLG,PHL,Iberia,HK637GEA6RZ650429,2016,11
34949,PMR,ORN,British Airways,EHB73UG5Z8ER10072,2016,11
24232,MNL,IAH,Emirates,1MPY0PKWCBV351006,2016,11
38804,LAX,FRA,Emirates,JUL77JAZXBNF97878,2016,11
91179,PMI,LIS,LATAM,X6VCE2WGPZG156373,2016,11
94347,CGH,GDL,Iberia,V94Z7X592RPA55077,2016,11
60293,CTU,HTI,American,7TYZ9J1GRLPH87214,2016,11
89601,ATL,SAW,Iberia,5NEFTVESEGAL54751,2016,11
91366,KIX,LIM,Emirates,15AHUNDRBER798593,2016,11
24569,PHL,SJO,Iberia,LAVZSUJ3GKGB58341,2016,11
51515,FOR,SAN,LATAM,W1U93L72V7NN57387,2016,11
79679,NSN,ICN,LATAM,T7ZW6RYS0XFB71974,2016,11
86626,YVR,GYN,Iberia,FW7BBWLVGUUM93336,2016,11
43662,NRT,POM,Iberia,6GNG4VCBX8MS12162,2016,11
93136,EBB,SYD,British Airways,8CJ6TYHRSRDU85400,2016,11
78165,LGW,BCN,Emirates,NYP8S40M8LJM57299,2016,11
76207,MNL,AGA,Qatar,8LJVBNG95GBP24594,2016,11
65021,LAD,SSH,British Airways,MF2AVNBUXVUG97373,2016,11
53405,BEL,BOS,Qatar,ULJVMMDF4VNK10118,2016,11
73296,MIA,LGW,Iberia,5GDHCL8SJAEM56072,2016,11
57088,AMS,SSH,Qatar,MME1FPJR75FV80676,2016,11
87226,CPH,AMS,Iberia,KA2866FHTTR464642,2016,11
60600,BRU,DUB,LATAM,6WNZ3JDTZ8PE59033,2016,11
59156,MNL,DJE,LATAM,VSY1DPP8HBTU41363,2016,11
55801,FLL,MCO,American,WSVFARH626G418000,2016,11
19797,TUN,MRU,Emirates,HATB1D0R4ELM89623,2016,12
94916,TXL,OOL,Qatar,F1DU3YXWGXYL54687,2016,12
29805,SCL,NRT,American,THX25W8NFRZV39673,2016,12
60667,BKK,SSH,Qatar,912355AK4TA093183,2016,12
54716,SZX,POA,Qatar,PFK2X2VEXUF569192,2016,12
97832,MCO,FLL,British Airways,K29D7SXRDYS566235,2016,12
89884,BKK,MAN,Qatar,0XN8HSUN87LG11501,2016,12
45646,MSP,LAS,British Airways,F3CHWLEFVZMU71085,2016,12
93157,BNE,CTU,Qatar,KJPG19PRMFG757009,2016,12
37816,MUN,MSP,LATAM,BC14YHJ6JUK849544,2016,12
30000,HRG,BCN,Iberia,HWS7UTC0GGDK94310,2016,12
30844,MSP,IAH,Emirates,ZKZMBUX3XJU491686,2016,12
58907,LHR,EWR,Emirates,MKT0ZGN3T3NE63149,2016,12
14817,CWB,TIJ,Qatar,GC0H2DG11GX998218,2016,12
49090,FLN,KRT,American,5M7VBHN83AT670703,2016,12
63424,MUC,SGN,British Airways,XTP8W2150GFK84772,2016,12
13401,CTU,PLZ,LATAM,2CYK8FGCS8TB67013,2016,12
24525,JED,RAK,Emirates,Z3WEFGRB6ZFY40279,2016,12
95121,BRU,HTI,Iberia,9ABHVDPDJSRF94907,2016,12
52857,HGH,LOS,Emirates,5U20CG1R8CJF86797,2016,12
93633,HBA,PMR,Emirates,4R7KFH9VWZY715512,2016,12
90316,DMK,AEP,American,XZ844UMLVTGW19796,2016,12
19791,FOR,LGA,British Airways,RC9NLMURZKXL64838,2016,12
31361,CUN,NPE,British Airways,XHSB7P2FXTR270946,2016,12
24486,LGW,AEP,American,GMM9V0Z9AJS427915,2016,12
63911,POM,ATH,Iberia,D7GLXELVXNBS16879,2016,12
83024,SHA,ORD,American,8VP3NJA0MGZ480876,2016,12
14390,CAN,PMI,Qatar,FD3LWGGK7RGY14727,2016,12
89385,ZQN,MRU,Qatar,CWNU8KH9T6J783162,2016,12
94353,ORL,MAD,American,JKCGHNSC80RC46846,2016,12
99275,PMI,DLA,British Airways,9TU8Y9ZB3YCM33440,2017,01
22711,SSA,TIJ,Emirates,YVW7UAVLRPXJ48613,2017,01
28437,PMI,AKL,British Airways,5L6448KL65TX42452,2017,01
44530,BWI,FRA,Qatar,UDR2SESXU6TN19147,2017,01
65340,POM,ORD,Emirates,U5M0W5CCZMPX97256,2017,01
43829,PLZ,DRW,Iberia,CVNH317B6RV781679,2017,01
12943,AKL,IAD,Iberia,6Z7DNUBXS7MF34967,2017,01
52197,STN,SJO,Iberia,3KSSHSYSS7KZ97183,2017,01
63250,GYN,MUN,Qatar,H8B99ADVHFA732517,2017,01
65025,KUL,DEN,Qatar,JYR1EM28DFCU37211,2017,01
50357,SGN,TUN,Iberia,UL0R1SRN6KYR87444,2017,01
40185,SFO,PER,Emirates,7X3285E0UFSS31576,2017,01
84755,HBA,CMN,LATAM,SNSB4J931CKP52243,2017,01
48963,KTA,GIG,Qatar,AHXKB0MR78C943991,2017,01
64334,JNB,NBO,American,N24L31XS4VZR77071,2017,01
30247,NSN,MKY,American,ARCNEMK7KYFA71994,2017,01
74234,RAK,DOH,Iberia,HL51VZ5WSDKR16894,2017,01
83426,ORN,KUL,Iberia,U0ZLYJBPH2WS53281,2017,01
29262,SCL,DOH,Iberia,AREM482UWFB041752,2017,01
48788,MKY,SDU,Iberia,672Y9ANK5TFK20844,2017,01
20934,LIS,JNB,LATAM,86TKPFNYTJCN27123,2017,01
78756,EBB,BOM,Emirates,SCC217VN64VS77101,2017,01
16878,ADD,BSB,Iberia,B9FMD534GTMZ74372,2017,01
67317,WLG,ASP,British Airways,8DJXR7BFDLDW38512,2017,01
53449,SHA,PHX,Emirates,G9FESCWAJ2M072731,2017,01
55344,NPE,PVG,LATAM,7UDHG4HUTBXJ92959,2017,01
62049,ZRH,MCY,Iberia,F9NHPEULPUPZ56978,2017,01
78246,PHE,DCA,American,2R5S57GWEKR745756,2017,01
51712,HBA,LST,American,KA20A8F9N2UC17446,2017,01
70750,POM,MIR,American,GV9RB3F7B7R090492,2017,01
28816,SDU,LAS,British Airways,F3LGR7A4W8R393060,2017,02
77711,HTI,LIS,Iberia,X5RZJW76N0DR76393,2017,02
11097,BCN,ABJ,Iberia,L2LCV9NS30XE61191,2017,02
80788,BOG,PEK,British Airways,R2TMAP3Y74FH33467,2017,02
58155,CPH,SEA,American,CSP9XCPMG9V476912,2017,02
54997,MKY,MRU,British Airways,3217RW16SEVK56617,2017,02
99488,NKG,CHC,LATAM,YNF8T1FFRFH184086,2017,02
43715,MXP,MIA,Iberia,2VS0HNEZ4ADT26244,2017,02
93099,POM,NPE,Emirates,2PJMJB88ZYA812967,2017,02
10130,FCO,TUN,British Airways,ZTHKCEW7KDNZ46736,2017,02
20171,BOG,CTU,Emirates,1JFLLKAVJEA731629,2017,02
91010,ABV,RUN,American,X5BSF7M1CCZP52318,2017,02
34953,CUZ,MRU,Emirates,02CVFU0MDHVA86801,2017,02
35929,DKR,MCO,American,3GPAWC8P5TLM44477,2017,02
43031,NKG,MIA,Emirates,X926DZ43Y4BD50447,2017,02
63595,FLL,ABV,American,CX2F9UNJB6ZA12373,2017,02
52690,LIS,TXL,British Airways,GV7JD0P59YU746374,2017,02
49655,LAS,HBE,Qatar,CPN2J8F75KMH92626,2017,02
62709,NAN,PHE,British Airways,U5AYGPG31SUV47107,2017,02
25732,SVO,JNB,Emirates,31L9C5WNNTF872415,2017,02
26961,DXB,PHX,American,GV5VNWZD4SHT74328,2017,02
33377,SHA,BOM,Qatar,HRYLURG2FTWM63291,2017,02
50498,POM,HND,Emirates,CRZWUMMB83T217374,2017,02
10316,HEL,ZQN,Qatar,S797KCGAF7G872658,2017,02
72205,TUN,FOR,British Airways,3LT7GXLZVMJ029667,2017,02
65539,MEL,MXP,American,V5RK4JDK0VMC79851,2017,02
38801,PER,BEL,Emirates,NU1J88CXXMYL68051,2017,02
63941,SVO,FOR,Qatar,8ZCPCWDKTVLD10325,2017,02
86239,GIG,LIS,Qatar,MPVB5WTWJCK148744,2017,02
44969,JFK,CTU,British Airways,J9B51GML2DF733308,2017,02
51482,MRU,NAN,American,SWM83PZYN9MM43617,2017,03
22799,CAN,CLT,Iberia,572LD9GLVEXX47044,2017,03
66820,ABV,LGW,LATAM,PHDBJGHYPRY210672,2017,03
11805,MUC,BNE,Iberia,V7EABSMNR0LK81024,2017,03
88154,GYN,NBO,British Airways,R3AMJPGBR8TE78054,2017,03
44815,MRU,DOH,American,TC94VV6EDEGA91440,2017,03
65625,YYZ,CAN,Emirates,WE9HJBRSD8H939573,2017,03
19812,DMK,WLG,Iberia,HX5W2D2LMKMG76299,2017,03
19543,KRT,ORL,LATAM,AN4PERFBBFAV49344,2017,03
35781,CHC,SIN,LATAM,C1N0F5ZUEJZW84026,2017,03
47678,TPE,HKG,Iberia,9B4B51RXLYVD81756,2017,03
25617,EZE,DKR,LATAM,SP0212KHJNE337652,2017,03
12544,DAR,PHX,Iberia,GA8MAXZ4EDGF38836,2017,03
47070,MAN,CNF,Iberia,JBCMYW351UGB56692,2017,03
42250,ORN,EWR,LATAM,D4R0M0KRJ6W431621,2017,03
44587,RAK,PEK,LATAM,BMGJDKZ50DY512099,2017,03
35153,DOH,MUN,Qatar,AF6FV1ALJ5KZ74362,2017,03
97247,GDL,PVG,LATAM,YSDF9H4B8WNC30359,2017,03
80829,ROK,DFW,American,162W4XYLZVGJ46765,2017,03
36449,NPE,HGH,Qatar,5PKBB9GBH2DS16551,2017,03
56292,HAV,LST,LATAM,6JKHEREL8JU353913,2017,03
99565,KUL,GIG,American,J3Z0TZWL72L013838,2017,03
41782,YVR,CMN,Qatar,230Y9YR4J4R366207,2017,03
81037,HBA,HGH,American,BTR04JB2WWR139089,2017,03
97594,ICN,PEK,Iberia,JA1TZEU4V1TD99869,2017,03
47286,DOH,TIJ,American,4GRZ9DVE0XFN76135,2017,03
