aircraftID,name,aircraftType
39820H14U1S165826,Douglas DC-10-10,D1X
9TVSBLCR56XN88261,De Havilland DH.104 Dove,DHD
R29HMVS8VJND32983,Airbus A321neo,32Q
0T4W1BFRMZVS44280,McDonnell Douglas MD87,M87
FUCL23T9BRSY52437,Boeing 720B,B72
57W369MKDSCF75684,Airbus A340,340
BE125SJK1ALN46901,Embraer 190,E90
4WL5L5KT1YZU31793,Douglas DC-9-40,D94
HCBDX0DNT1W172482,De Havilland Canada DHC-2 Turbo-Beaver,DHR
BB7MU2V2JLVG92973,Boeing 767-200,762
88P6C8RETZH186490,Douglas DC-10-30,D1Y
4B2CUPB2UYZS55835,Antonov An-32,A32
4EA2BUFR42ER18604,Airbus A340-200,342
0M2K81R93ZM726637,McDonnell Douglas MD90,M90
TN72FKDCHCM224451,Douglas DC-9-50,D95
WGY8G92B9HSR44818,Ilyushin IL62,IL6
U5JNHZ7UGDZJ23956,De Havilland Canada DHC-7 Dash 7,DH7
9X6U2YZ9EZAP49154,Boeing 777-200,772
E1U8TPKRS3X747944,Douglas DC-10,D10
E4KNZA6JHAB829996,Airbus A330-300,333
ZS273KYC6DMU94867,Boeing 737-100,731
LH0DVVYCBKLS21945,Douglas DC-9-20,D92
F93507A1MRK119655,Embraer E190-E2,290
HAM8F4L4KVMG99635,Antonov An-26,A26
MGBMNY72GVLV69668,Boeing 777-200,772
2BZK5LEF9PR361071,Canadair Challenger,CCJ
VE0L8TW0Y8LN32253,Boeing 747-200,742
FZTDTTYY4PB249578,Boeing 737 MAX 8,7M8
ZR1LBTZUCCHP66165,Boeing 737,737
N3W4FWCMAEXS57319,Embraer EMB.110 Bandeirante,EMB
MBWCXXGRU0LA19065,McDonnell Douglas MD81,M81
UA565FG6HXJR62157,Sukhoi Superjet 100-95,SU9
4BVJKBDK46WR34140,Douglas DC-10,D10
F5H8R122A8H869868,Airbus A321neo,32Q
XSZW6VKBPBHC89209,De Havilland Canada DHC-8-300 Dash 8 / 8Q,DH3
NK59T2MVATK565327,Canadair Regional Jet 100,CR1
3Z32SHHDXVJ233151,Boeing 737-800,738
BA65JJDK35EF98007,Embraer Legacy 600,ER3
C2AZ46M75ME374305,Boeing 737-100,731
1KJMXYP24DJK79823,Boeing 787-9,789
EKSCTGKJT4LJ98682,Canadair Regional Jet 900,CR9
0FHA5RL6EGE255524,Boeing 767,767
DMNAEMU1LYBW56544,Airbus A330-800neo,338
4D09DRKN9FX418332,Tupolev Tu-204,T20
X2113NRM9VM234727,Airbus A380,380
ZB7V7AX9AEYK95702,De Havilland Canada DHC-4 Caribou,DHC
FUDZLG3G6UST83642,McDonnell Douglas MD81,M81
JN3M4CT12FXH50048,Airbus A350-1000,351
KML5FSB604WV37940,Boeing 747SP,74L
D5YM8AUCDRKH86870,Boeing 737 MAX 10,7MJ
H5N1YT40PYD438094,Airbus A319neo,31N
LVZS20J3P0W049995,Douglas DC-9-50,D95
AVNTYA8PPXBC53791,Airbus A321neo,32Q
R1G84ECU40C632592,De Havilland Canada DHC-2 Beaver,DHP
96BDF1SRZ2SR54131,Boeing 747,747
C0K0M78KCLKH87589,Airbus A350-1000,351
XFK7YD4FKWT196478,Boeing 757-300,753
M2PET6TRU1VS25468,Boeing 717,717
TGN29MB9P4WJ59144,Embraer E190-E2,290
2BKJD6GPCVKB75260,De Havilland Canada DHC-8-100 Dash 8 / 8Q,DH1
PR11U5CRR5W964548,Boeing 747-8,748
BH0DE8JAGLVE51382,Boeing 737-800,738
ELNFVXNLZJNW92925,Airbus A319,319
CRCUF9PP1NG617202,Ilyushin IL96-300,I93
EWTN3SC20UJB71689,Douglas DC-10-30,D1Y
2KVLDV8V72ET79919,Airbus A320,320
VAVCC6C047WG80810,Airbus A350-900,359
ADW8AUDG44LW59441,Sukhoi Superjet 100-95,SU9
H1SXE88BZPR283494,Douglas DC-8-72,D8Q
5RMK3LWBWVBL96433,Airbus A340-300,343
VJ25MANHU9UJ32867,Ilyushin IL76,IL7
AP1SA5849ATA45718,Canadair Regional Jet 705,CRA
E0AVM2BMC5J987254,Embraer E190-E2,290
NWH2GD10ZCFN92431,Boeing 747SR,74R
5ZKRUL3W9KR338261,Boeing 787,787
WEU45W6453VJ72835,Embraer EMB.110 Bandeirante,EMB
U01K4XEGZAFK68560,Airbus A340,340
62DASS95VFAD76444,Boeing 727-100,721
U4TFG4EFAPWP82439,Boeing 727-200,722
NV1NN46UB8CC43157,McDonnell Douglas MD11,M11
H1VKLF0MRKTM56679,Douglas DC-9-50,D95
ESBWS0NXWHBX74654,Boeing 727,727
ZNGD2CJ1TJW495606,Tupolev Tu-154,TU5
M78VTU66RDD010004,Douglas DC-3,D3F
7XDY34350FBZ66346,Boeing 747-100,741
D3B0ZB8WECG397439,Boeing 787-9,789
7B3J8NMVMTFS82286,Boeing 747-400D,74J
HGKDZDLX8CKA40029,Boeing 737 MAX 8,7M8
GRB7B956W9YE96367,Airbus A330-900neo,339
6GEDSCW8BHYT70550,Boeing 737,737
DA320USWV6ZK52291,Antonov An-28,A28
9VUATUPVVRJ952543,Boeing 767-300,763
FYKVM02UMCYR50253,Boeing 717,717
BDGDLPLKUKB538959,Douglas DC-9-20,D92
L0180PL4H8B032464,Boeing 787-8,788
0M5MP4C9VKAN69957,McDonnell Douglas MD90,M90
DNVBUZ0HNSNY99869,Airbus A340-600,346
B8TBP4DBDDFY75157,Boeing 747-100,741
HX7CPKPRUWK913661,Antonov An-124 Ruslan,A4F
2HCRS7VW72G065561,Ilyushin IL96-300,I93
WJBUBVD9FDU099211,Airbus A330-300,333
6ZB5DUAPH3RR27559,Canadair Regional Jet 700,CR7
WTMG02J44ARB35995,Embraer 190,E90
6ARU15Y38GKZ22866,Antonov An-72,AN7
ZEX74ZGHETY088312,Douglas DC-10,D10
3D1YBWL0T1PH37414,Canadair Challenger,CCJ
04AZ9C9HMJXP58547,Antonov An-12,ANF
7XUGH2P838TT21045,Ilyushin IL62,IL6
4HVAECJU7HN482477,Yakovlev Yak-40,YK4
J0NBALH69TEJ49954,Embraer 195,E95
0Z24YCZ3EUCP60940,Antonov An-24,AN4
X2CXSKAENTDY11432,Boeing 737-500,735
HB62MMDGN0AK33664,Douglas DC-10-30,D1Y
GRJRWXYZ7TPS35460,Douglas DC-3,D3F
TDDGA0RZ64G973580,Douglas DC-8-62,D8L
R497BWB228M778746,Douglas DC-9-20,D92
M4378RJCK1R192987,Lockheed L-188 Electra,LOE
YC3LYW2X1LU963120,Airbus A340-300,343
EV7RRD17BTTE49034,Boeing 767-200,762
J3LE2EWZ8WKF36725,Airbus A300,AB3
T5L801HHD9K543964,McDonnell Douglas MD81,M81
J110FK3ME3MC88301,Boeing 747-300,743
XES5A479URN148822,Douglas DC-9-40,D94
8X3DUDGX0UTC41315,Sukhoi Superjet 100-95,SU9
NCVSLXV4NLNN38951,Airbus A321,321
UHAYPFD9L1D515396,Boeing 737 MAX 7,7M7
2Z8F4BJPEWF332765,Douglas DC-10-10,D1X
936V4W9XS4R542894,Ilyushin IL18,IL8
H0KEKB08N5LG90417,Airbus A320neo,32N
F91EUC5K36PD20978,Lockheed L-1049 Super Constellation,L49
K8MEGNR3F7V686417,Airbus A330-300,333
HDB8D6ELF2R388491,McDonnell Douglas MD87,M87
5Y1HV1K8RBEB38386,Embraer EMB.120 Brasilia,EM2
V3KBUUASAMSG74952,Boeing 757-300,753
Z9N3NDVR67JM51565,Antonov An-30,A30
RKDYVEAAXDE799355,Boeing 747-300,743
8ZWX4AL1LJD651977,Boeing 757,757
24TL13T83LJT77914,McDonnell Douglas MD11,M11
GR4HYHYRFFMF86837,Boeing 747SP,74L
0LSJ6YP0B7MV65983,Boeing 737 MAX 10,7MJ
0S7KMJTTVAV739356,Antonov An-30,A30
JPL61NBX4FEF24576,McDonnell Douglas MD82,M82
YP54SP7E1LUC56849,Embraer 195,E95
2XD16V4LCKF682160,Boeing 737,737
AHV1P0NMRPA380632,Aerospatiale/BAC Concorde,SSC
PSSWPFELMBYU41446,Airbus A310-200,312
U7L7R7J67DJY16704,Embraer E195-E2,295
9E0RRFVHTLNM59249,Boeing 727-200,722
FZPVSH9N48D040875,Antonov An-225 Mriya,A5F
6RS62N8G4VGP50612,Embraer 190,E90
007BACLY2JRZ79745,Antonov An-24,AN4
YCHP70FH42Y542162,De Havilland Canada DHC-6 Twin Otter,DHT
D2G7V2BGDDNU59398,Airbus A320,320
D8VLJXJLMTKP55304,Antonov An-140,A40
KSB5UENHAKU681705,Boeing 777-200LR,77L
8CE17SLSEJLT56178,Airbus A350,350
5MU1RF7B6XRC91750,Boeing 707,703
YS4JJ4X2WRH682960,Boeing 767-200,762
47T9JJCVHHTY91689,Canadair Challenger,CCJ
7D7S8KG35PHV93477,Boeing 737 MAX 9,7M9
J1DHAU5BGNER49824,Boeing 737 MAX 8,7M8
YU55E1BZ8KLF12024,Airbus A330-900neo,339
HWN9U1B1HPGR19635,Antonov An-28,A28
0377EGA0BAFP42448,Boeing 747-300,743
H20CBG3G62KP72201,Embraer Phenom 100,EP1
LK4238P0N2AG49121,Tupolev Tu-154,TU5
C6MP98XMCKKJ25783,Boeing 737-900,739
G78WW17X0UPV18483,Airbus A340-300,343
8LX64TKC8BDK94340,Boeing 777-300,773
HK637GEA6RZ650429,Boeing 727-200,722
EHB73UG5Z8ER10072,Douglas DC-9-30,D93
1MPY0PKWCBV351006,Antonov An-30,A30
JUL77JAZXBNF97878,De Havilland Canada DHC-8-100 Dash 8 / 8Q,DH1
X6VCE2WGPZG156373,Airbus A350-1000,351
V94Z7X592RPA55077,Antonov An-24,AN4
7TYZ9J1GRLPH87214,McDonnell Douglas MD11,M11
5NEFTVESEGAL54751,Douglas DC-9-20,D92
15AHUNDRBER798593,Boeing 737-100,731
LAVZSUJ3GKGB58341,De Havilland Canada DHC-8-300 Dash 8 / 8Q,DH3
W1U93L72V7NN57387,Boeing 747-8,748
T7ZW6RYS0XFB71974,Antonov An-24,AN4
FW7BBWLVGUUM93336,Douglas DC-9-40,D94
6GNG4VCBX8MS12162,Boeing 787-8,788
8CJ6TYHRSRDU85400,Ilyushin IL86,ILW
NYP8S40M8LJM57299,Airbus A340-200,342
8LJVBNG95GBP24594,Ilyushin IL18,IL8
MF2AVNBUXVUG97373,Boeing 747-8,748
ULJVMMDF4VNK10118,Tupolev Tu-204,T20
5GDHCL8SJAEM56072,Airbus A330-900neo,339
MME1FPJR75FV80676,Boeing 757,757
KA2866FHTTR464642,Boeing 737-500,735
6WNZ3JDTZ8PE59033,De Havilland Canada DHC-8-100 Dash 8 / 8Q,DH1
VSY1DPP8HBTU41363,Douglas DC-10-10,D1X
WSVFARH626G418000,Tupolev Tu-204,T20
HATB1D0R4ELM89623,Boeing 757,757
F1DU3YXWGXYL54687,Douglas DC-9-50,D95
THX25W8NFRZV39673,Lockheed L-188 Electra,LOE
912355AK4TA093183,Antonov An-32,A32
PFK2X2VEXUF569192,Antonov An-72,AN7
K29D7SXRDYS566235,Airbus A300,AB3
0XN8HSUN87LG11501,Boeing 747SP,74L
F3CHWLEFVZMU71085,Embraer 190,E90
KJPG19PRMFG757009,Airbus A318,318
BC14YHJ6JUK849544,Boeing 767-400,764
HWS7UTC0GGDK94310,Antonov An-24,AN4
ZKZMBUX3XJU491686,Canadair Regional Jet 200,CR2
MKT0ZGN3T3NE63149,Airbus A340-600,346
GC0H2DG11GX998218,Embraer EMB.120 Brasilia,EM2
5M7VBHN83AT670703,Airbus A321neo,32Q
XTP8W2150GFK84772,Boeing 747SP,74L
2CYK8FGCS8TB67013,Embraer E195-E2,295
Z3WEFGRB6ZFY40279,Embraer EMB.120 Brasilia,EM2
9ABHVDPDJSRF94907,Boeing 757,757
5U20CG1R8CJF86797,De Havilland DH.104 Dove,DHD
4R7KFH9VWZY715512,McDonnell Douglas MD87,M87
XZ844UMLVTGW19796,Antonov An-24,AN4
RC9NLMURZKXL64838,Embraer Phenom 100,EP1
XHSB7P2FXTR270946,Airbus A340-300,343
GMM9V0Z9AJS427915,Antonov An-148,A81
D7GLXELVXNBS16879,Embraer EMB.120 Brasilia,EM2
8VP3NJA0MGZ480876,Antonov An-124 Ruslan,A4F
FD3LWGGK7RGY14727,Boeing 737 MAX 10,7MJ
CWNU8KH9T6J783162,Douglas DC-9-30,D93
JKCGHNSC80RC46846,De Havilland Canada DHC-4 Caribou,DHC
9TU8Y9ZB3YCM33440,Boeing 737-900,739
YVW7UAVLRPXJ48613,Embraer RJ140,ERD
5L6448KL65TX42452,Tupolev Tu-154,TU5
UDR2SESXU6TN19147,Douglas DC-3,D3F
U5M0W5CCZMPX97256,Boeing 787,787
CVNH317B6RV781679,Boeing 747-200,742
6Z7DNUBXS7MF34967,Tupolev Tu-134,TU3
3KSSHSYSS7KZ97183,Ilyushin IL62,IL6
H8B99ADVHFA732517,Boeing 757-200,752
JYR1EM28DFCU37211,Embraer RJ145 Amazon,ER4
UL0R1SRN6KYR87444,Antonov An-28,A28
7X3285E0UFSS31576,McDonnell Douglas MD87,M87
SNSB4J931CKP52243,Boeing 727,727
AHXKB0MR78C943991,Douglas DC-9-10,D91
N24L31XS4VZR77071,De Havilland Canada DHC-7 Dash 7,DH7
ARCNEMK7KYFA71994,Boeing 747-200,742
HL51VZ5WSDKR16894,Boeing 720B,B72
U0ZLYJBPH2WS53281,Boeing 747-100,741
AREM482UWFB041752,Boeing 720B,B72
672Y9ANK5TFK20844,Boeing 737-900,739
86TKPFNYTJCN27123,Embraer 195,E95
SCC217VN64VS77101,Boeing 737-100,731
B9FMD534GTMZ74372,Boeing 747-300,743
8DJXR7BFDLDW38512,Boeing 747SR,74R
G9FESCWAJ2M072731,De Havilland Canada DHC-2 Turbo-Beaver,DHR
7UDHG4HUTBXJ92959,Boeing 777-300,773
F9NHPEULPUPZ56978,Douglas DC-9-40,D94
2R5S57GWEKR745756,Boeing 727-200,722
KA20A8F9N2UC17446,Boeing 787-8,788
GV9RB3F7B7R090492,Airbus A319,319
F3LGR7A4W8R393060,Boeing 737-900,739
X5RZJW76N0DR76393,Ilyushin IL76,IL7
L2LCV9NS30XE61191,Boeing 757,757
R2TMAP3Y74FH33467,Boeing 777-200LR,77L
CSP9XCPMG9V476912,De Havilland DH.104 Dove,DHD
3217RW16SEVK56617,Embraer Legacy 600,ER3
YNF8T1FFRFH184086,Boeing 777-300ER,77W
2VS0HNEZ4ADT26244,Boeing 737 MAX 10,7MJ
2PJMJB88ZYA812967,Boeing 747-400,744
ZTHKCEW7KDNZ46736,McDonnell Douglas MD11,M11
1JFLLKAVJEA731629,De Havilland Canada DHC-8-100 Dash 8 / 8Q,DH1
X5BSF7M1CCZP52318,Douglas DC-10-10,D1X
02CVFU0MDHVA86801,Boeing 747-8,748
3GPAWC8P5TLM44477,Airbus A340-600,346
X926DZ43Y4BD50447,De Havilland Canada DHC-8-400 Dash 8Q,DH4
CX2F9UNJB6ZA12373,Canadair Regional Jet 1000,CRK
GV7JD0P59YU746374,McDonnell Douglas MD83,M83
CPN2J8F75KMH92626,Antonov An-158,A58
U5AYGPG31SUV47107,Douglas DC-9-10,D91
31L9C5WNNTF872415,McDonnell Douglas MD81,M81
GV5VNWZD4SHT74328,Douglas DC-6,D6F
HRYLURG2FTWM63291,Airbus A330,330
CRZWUMMB83T217374,De Havilland Canada DHC-2 Turbo-Beaver,DHR
S797KCGAF7G872658,Airbus A310-200,312
3LT7GXLZVMJ029667,Boeing 767,767
V5RK4JDK0VMC79851,Airbus A319,319
NU1J88CXXMYL68051,De Havilland Canada DHC-3 Otter,DHL
8ZCPCWDKTVLD10325,Antonov An-26,A26
MPVB5WTWJCK148744,Boeing 747-400D,74J
J9B51GML2DF733308,Airbus A319,319
SWM83PZYN9MM43617,Ilyushin IL96-300,I93
572LD9GLVEXX47044,Embraer Legacy 600,ER3
PHDBJGHYPRY210672,Boeing 737 MAX 7,7M7
V7EABSMNR0LK81024,Airbus A300,AB3
R3AMJPGBR8TE78054,Airbus A330,330
TC94VV6EDEGA91440,De Havilland Canada DHC-8-300 Dash 8 / 8Q,DH3
WE9HJBRSD8H939573,Boeing 767-200,762
HX5W2D2LMKMG76299,Ilyushin IL96-300,I93
AN4PERFBBFAV49344,Airbus A340-200,342
C1N0F5ZUEJZW84026,De Havilland Canada DHC-6 Twin Otter,DHT
9B4B51RXLYVD81756,Embraer EMB.120 Brasilia,EM2
SP0212KHJNE337652,Antonov An-26,A26
GA8MAXZ4EDGF38836,Tupolev Tu-134,TU3
JBCMYW351UGB56692,De Havilland Canada DHC-2 Beaver,DHP
D4R0M0KRJ6W431621,Antonov An-158,A58
BMGJDKZ50DY512099,Embraer EMB.110 Bandeirante,EMB
AF6FV1ALJ5KZ74362,Airbus A340-300,343
YSDF9H4B8WNC30359,De Havilland Canada DHC-4 Caribou,DHC
162W4XYLZVGJ46765,Airbus A319neo,31N
5PKBB9GBH2DS16551,Airbus A340,340
6JKHEREL8JU353913,Boeing 727-100,721
J3Z0TZWL72L013838,Boeing 767,767
230Y9YR4J4R366207,De Havilland Canada DHC-8-100 Dash 8 / 8Q,DH1
BTR04JB2WWR139089,Douglas DC-3,D3F
JA1TZEU4V1TD99869,Boeing 767-200,762
4GRZ9DVE0XFN76135,McDonnell Douglas MD82,M82
HDTMX2J570AW12642,Boeing 727-100,721
G8SER08V41S217660,Antonov An-72,AN7
Y8EL5MA8SNCR47167,Airbus A318,318
K6KHA5R8J2LR48132,Embraer E190-E2,290
L3APZ91SF2WF50866,Ilyushin IL86,ILW
B66MFDWMU0VA87604,Boeing 747SP,74L
YR3G07UYJKJ584102,Yakovlev Yak-40,YK4
NAK6DDLBZVWJ15673,Douglas DC-9-10,D91
5ZU0FJDJL2JP87518,Airbus A330-200,332
08UBS9LZ0YAP13445,Airbus A340,340
DSMUWZUC45X547021,McDonnell Douglas MD87,M87
3N7CM0GD9PPT24386,Boeing 777-200LR,77L
M2BXJ5PPX5XB42634,McDonnell Douglas MD83,M83
BTR8938RM0RK59163,Airbus A350,350
F7PJ6KKBCURD74939,Airbus A300,AB3
KA9TBLMN8LN439054,Boeing 777-200LR,77L
U4SEPFVLJNX170481,Ilyushin IL18,IL8
A9YSH2138DC314886,Embraer 195,E95
GP8JNC2XEBLR81365,Airbus A319neo,31N
CHKJX3LYZ9UT29120,Boeing 737-100,731
XXAR5SW4R6Z316921,Embraer EMB.120 Brasilia,EM2
S66YAB9DZES850689,De Havilland Canada DHC-8-200 Dash 8 / 8Q,DH2
YZHMDYR1XGNR73968,Boeing 787-9,789
4LH46EBLYLJZ95658,Embraer RJ140,ERD
SPDHE6TC3CE776539,Airbus A318,318
FJSZR91GMUY810126,Douglas DC-6,D6F
49XYE24S18JP37258,Boeing 737 MAX 7,7M7
3WARJY82T0K250479,Ilyushin IL76,IL7
LSN2ZSS2VCYW62496,Antonov An-158,A58
8E9KU1XV5CM528090,Douglas DC-10-30,D1Y
M6JD3GTVPDC787292,Airbus A310-300,313
263BZVR5D1D872304,Douglas DC-10,D10
M6YF489XBYYP60344,Boeing 737-700,73G
T27KU4518FMA22778,De Havilland Canada DHC-4 Caribou,DHC
K6TCZFNDA0BF43213,Boeing 737-600,736
AMPMNA0NM8HV29640,Antonov An-30,A30
YWT1WRYE5NUE84266,Boeing 720B,B72
70C316P770UZ77410,Antonov An-30,A30
4AVRES4L3JVZ52020,De Havilland DH.114 Heron,DHH
FU93875BTRN215342,Antonov An-158,A58
C8H01VLW3GTB79746,Boeing 727-200,722
1XZXVZHMWHPT37076,Airbus A310-200,312
DCH4GDNMTEFX90897,Boeing 777-300ER,77W
67G28HBUEFPJ96922,Boeing 767-300,763
2M7VEF7LUGD496072,Airbus A330-800neo,338
WD9RJGKSVLBH86167,Douglas DC-9-10,D91
M60CFLHRKXTC91199,Airbus A310,310
774N8CMRHPN676997,Embraer Phenom 300,EP3
5JAP14JK5EMA63622,Douglas DC-9-30,D93
VH6EXCSMMHCM24585,Boeing 767-300,763
7DF8V2WJNBWU35303,Antonov An-30,A30
YSF0Z7XB43YT83767,Boeing 717,717
G9YNHB8PMAMS44639,De Havilland DH.114 Heron,DHH
J9KXV5A4VWNB44428,Embraer RJ145 Amazon,ER4
NM0Z8YWKNNMY93213,Boeing 737-300,733
6VUK8F01GUCB69454,Boeing 767,767
8RXB32D8X7EZ16159,Embraer 170,E70
RUM9YTSP2KSH67637,Boeing 747SR,74R
7XFPBZRPSRTM38101,Embraer RJ135,ER3
XFHFMLN0KXK778353,Yakovlev Yak-42,YK2
NHNLSYMJJ1MG93499,Embraer 195,E95
H4A7RWMRZSRE16237,Canadair Regional Jet 900,CR9
J572VNKFCKPR58833,Boeing 737-300,733
4E7VN2YR3MP728772,Canadair Regional Jet 1000,CRK
4DESAEBJJPU891883,Boeing 747-400,744
GU8S7FB2UBVA11574,Antonov An-140,A40
CDZK1XZVW0GH69152,Embraer 175,E75
J22UZSCCPEEJ30494,Antonov An-140,A40
M8WVDP41U9KZ17231,Canadair Regional Jet 1000,CRK
C7H3KB081BKY42725,Lockheed L-1049 Super Constellation,L49
D9DA67F6UMF313203,Antonov An-158,A58
1V0ESNJA5BPP95187,McDonnell Douglas MD90,M90
ZF1MPA9W63MS58343,Boeing 737 MAX 7,7M7
SRRCKG427FFN55094,Boeing 747-200,742
YR6E3STJ9NT731192,Boeing 757,757
VPRYX7S5RBMZ29394,Boeing 747-400D,74J
T643UMKSGZWY81128,Yakovlev Yak-40,YK4
5MPNX8AB1PY778927,Douglas DC-8-72,D8Q
KGFTGATSW8NM33220,Yakovlev Yak-40,YK4
E5RCLLVN77DM77419,Boeing 707,703
HBHHZ90YF5LX90226,Boeing 717,717
LB3R4KJB2WEY58006,Embraer EMB.110 Bandeirante,EMB
V75UUDB0ABVM14287,Airbus A340-300,343
KSGF7MZR1JFN50251,Airbus A319,319
XC8FCL1A2GDV66296,Embraer RJ135,ER3
3C5CPXTCEFXD16437,Ilyushin IL86,ILW
0RNN81ABZNTL90432,Ilyushin IL96-300,I93
RE8HHWK4PRED23990,Boeing 777-300ER,77W
GWNMKZ58PAY938084,Boeing 720B,B72
D66R1587FGL710379,Antonov An-140,A40
GDDNY7M60KAS55343,Canadair Regional Jet 705,CRA
M28RLL1W7HWZ83060,Ilyushin IL86,ILW
W9FASYY59TN422694,De Havilland DH.114 Heron,DHH
RYXETCH59JGT35503,Airbus A340-200,342
A92FYKSZS2FD48477,Boeing 777,777
JLCXNTGGM8P666545,Douglas DC-10,D10
1HCF1UW8ZVFS70944,Airbus A330-300,333
TYSPK87ETXDK81869,Airbus A319,319
622KX8GEVHZR97984,Douglas DC-8-62,D8L
B91B2VZVKYGT81941,Boeing 777-200,772
V6GDWRTU3ALU88049,Boeing 777-200LR,77L
YWY10DX8U1G992323,Airbus A319neo,31N
8DTKT2XUC4VS91809,Ilyushin IL62,IL6
8V5F6S52VFLZ30247,Antonov An-225 Mriya,A5F
YH8GY77ZF1JP65326,De Havilland Canada DHC-8-400 Dash 8Q,DH4
7ZAL63PAEWFN42405,Canadair Regional Jet 100,CR1
WE29JMDGXSE597108,De Havilland Canada DHC-8-300 Dash 8 / 8Q,DH3
XRYDM8APTRAK20545,Boeing 737-800,738
6616LMZJFWMY98098,Boeing 767-300,763
MK1RKZ575YLU13685,Airbus A340-300,343
RNN2TRB279ZL22480,Antonov An-24,AN4
V2U2W8GF3MXS79626,Tupolev Tu-204,T20
BAWTZUB5NVXE95449,Lockheed L-188 Electra,LOE
TAR2SV0YKLMF71467,De Havilland Canada DHC-8-300 Dash 8 / 8Q,DH3
EFB0RMTHH2AX58609,Douglas DC-9-40,D94
MH5TA7PGRSKB80737,Boeing 777-200LR,77L
6VN64AAH6GP484470,Boeing 767-200,762
G5TW170TSMWT55973,Boeing 747-100,741
X2FEDAPF7GC551930,Sukhoi Superjet 100-95,SU9
PKY0KNUXMCGG97408,Boeing 777-300ER,77W
231JKUBWE8Y595714,Boeing 747-8,748
J1WWNV8NPCCM63265,Boeing 737 MAX 10,7MJ
BCT24FPYB2BF45291,Airbus A330-800neo,338
4RUZHFJLYGCR68615,Antonov An-24,AN4
1MHSNP644EV519157,Airbus A340-600,346
XJW5C9HVW1FE40014,De Havilland Canada DHC-8-100 Dash 8 / 8Q,DH1
H9UASD0TW4V133202,Lockheed L-188 Electra,LOE
CXN3KCPUKNLB52001,Boeing 747-300,743
K42VXGE4BMES92398,Boeing 737 MAX 8,7M8
5JRWV5SUK7P779274,Boeing 777-300ER,77W
FPFKPHR1N9W386899,McDonnell Douglas MD11,M11
5TXS8ZD6GAJ553540,Boeing 747,747
FU6M2DCA45A836476,Canadair CL-44,CL4
S3T2NAH4ZMU394173,Boeing 757-200,752
7YMJWRYKBGH785874,Antonov An-12,ANF
3CC02TZ6WAVY22225,Douglas DC-6,D6F
C8RH2L7PSSNA19579,Embraer 175,E75
65HHZ0GP2GHY42621,De Havilland Canada DHC-4 Caribou,DHC
8N980G4689PL20113,Tupolev Tu-204,T20
3X1PD62PFNFM53355,De Havilland Canada DHC-7 Dash 7,DH7
ZV9E70R06ZMX45966,McDonnell Douglas MD87,M87
ZHNNRFSBVJGZ34554,Boeing 757,757
LE7CVPPV72GC85165,Antonov An-72,AN7
GYK6AKMW5PS624696,Airbus A319,319
BBRS7HGPBKVX21228,Airbus A330-200,332
JCGNCLTR98H494807,Boeing 777-300ER,77W
DBVWADRJNWJ121029,Boeing 720B,B72
7AUB5RVNZSCA92232,Boeing 737-800,738
6CX7E86M4EVS86004,Boeing 747-400D,74J
0GG75537MAZP54797,Douglas DC-9-50,D95
VULZMBK233S092680,McDonnell Douglas MD80,M80
FU58143UU1V426974,Boeing 717,717
F1N8TGLKC0HD75037,Boeing 737 MAX 10,7MJ
3YRN6HBCL8DX87447,Antonov An-225 Mriya,A5F
LHSYGLH9XTY356364,McDonnell Douglas MD11,M11
W43AH7X9BWH351679,Embraer RJ135,ER3
CWBAXAA2S8JW37417,Boeing 737-200,732
VRSZXNBUM5NT83665,Antonov An-26,A26
F38AR1VL77L182099,Tupolev Tu-154,TU5
X6PC0UHS8GMP71524,Boeing 767,767
FYHKPYAXZ6NX18266,De Havilland Canada DHC-8-200 Dash 8 / 8Q,DH2
Y8JXMPU5ZVN636627,Douglas DC-9-10,D91
YJSGEFJWF0KX42230,McDonnell Douglas MD81,M81
GS3YVPR7LJTV97480,Airbus A330-800neo,338
C7GZPPBLW0P274433,Boeing 737-300,733
K97U6FER7GKG10649,Embraer Phenom 100,EP1
CM937R04RGK928120,Boeing 757,757
1FTX6H64VBVD78895,Airbus A320,320
FW9ZYA5GYPHR11433,Boeing 747-200,742
AA6RY9LF6SF173104,Boeing 737-500,735
6N2NT6THF8A393138,Airbus A319,319
8N40V6146VMP27123,Boeing 747-400D,74J
1TPUPGBCUZEP10299,Embraer E195-E2,295
YTRNKV8GZJBU94765,Ilyushin IL96-300,I93
G1VGDA9JRFFZ88067,Boeing 747-400D,74J
ENTR8XDYB5RM28445,Boeing 757-200,752
LVSJSTR0FXKU56125,Douglas DC-8-72,D8Q
LPET45NRVFLN76600,McDonnell Douglas MD81,M81
MTHGFYX4TPJW30832,Airbus A321,321
J1YSK3WFEKDA17628,Airbus A330-300,333
RZZLU5V4D5CP49911,Douglas DC-9-20,D92
VT93BYAXXYL482294,Douglas DC-9-20,D92
3LRKXBJLGNNV58431,Douglas DC-10-30,D1Y
ARSNGDT9KJPC59606,Boeing 747-400D,74J
4LYU5FC7WTWD74546,Boeing 777-300ER,77W
2B6MME0UZZAJ74406,Airbus A321,321
2476GSSUUWHU24023,Tupolev Tu-204,T20
SXH1ETGCAYZT94992,Boeing 747-400D,74J
43MTMW3XR1S543758,Yakovlev Yak-40,YK4
